"행정구역별","산업별","조직형태별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"전남","전체 산업","비법인단체","종사자수[명]","명","71609","72624","16207","18671","19761","20914","21498","24501","25698","26039","25823","28945","31203","36307","28816",
"전남","농업, 임업 및 어업(01~03)","계","사업체수[개]","개","281","289","295","340","341","360","364","392","503","521","583","614","642","711","916",
"전남","농업, 임업 및 어업(01~03)","계","종사자수[명]","명","3806","4539","3123","4066","3708","4436","4227","4350","5918","6112","6663","7055","7622","8038","7333",
"전남","농업, 임업 및 어업(01~03)","개인사업체","사업체수[개]","개","13","10","14","13","7","5","5","3","2","","","","","","",
"전남","농업, 임업 및 어업(01~03)","개인사업체","종사자수[명]","명","51","86","78","46","18","14","14","3","X","","","","","","",
"전남","농업, 임업 및 어업(01~03)","회사법인","사업체수[개]","개","58","48","47","76","87","97","113","128","161","187","275","247","271","279","429",
"전남","농업, 임업 및 어업(01~03)","회사법인","종사자수[명]","명","815","494","484","693","812","961","825","846","1069","1261","1543","1473","1653","1625","2022",
"전남","농업, 임업 및 어업(01~03)","회사이외법인","사업체수[개]","개","206","227","177","197","169","193","197","220","298","301","277","326","326","383","447",
"전남","농업, 임업 및 어업(01~03)","회사이외법인","종사자수[명]","명","2876","3892","2280","2240","2097","2310","2161","2312","3692","3891","4016","3901","3780","4025","4420",
"전남","농업, 임업 및 어업(01~03)","비법인단체","사업체수[개]","개","4","4","57","54","78","65","49","41","42","33","31","41","45","49","40",
"전남","농업, 임업 및 어업(01~03)","비법인단체","종사자수[명]","명","64","67","281","1087","781","1151","1227","1189","1155","960","1104","1681","2189","2388","891",
"전남","광업(05~08)","계","사업체수[개]","개","961","979","991","986","1000","996","1017","1033","1032","1057","1063","1054","1006","862","821",
"전남","광업(05~08)","계","종사자수[명]","명","3645","3622","3722","3417","3507","3483","3783","3566","3516","3383","3353","3294","2859","2638","2532",
"전남","광업(05~08)","개인사업체","사업체수[개]","개","911","929","933","924","948","939","951","960","959","981","986","978","933","791","749",
"전남","광업(05~08)","개인사업체","종사자수[명]","명","2492","2548","2581","2320","2415","2352","2673","2452","2491","2346","2323","2317","2005","1668","1642",
"전남","광업(05~08)","회사법인","사업체수[개]","개","46","48","55","58","47","52","61","65","65","67","69","68","61","65","68",
"전남","광업(05~08)","회사법인","종사자수[명]","명","670","598","755","711","672","701","778","778","732","732","739","705","641","777","727",
"전남","광업(05~08)","회사이외법인","사업체수[개]","개","4","2","3","4","3","5","5","8","8","9","8","8","12","6","4",
"전남","광업(05~08)","회사이외법인","종사자수[명]","명","483","X","386","386","413","430","332","336","293","305","291","272","213","193","163",
"전남","광업(05~08)","비법인단체","사업체수[개]","개","","","","","2","","","","","","","","","","",
"전남","광업(05~08)","비법인단체","종사자수[명]","명","","","","","X","","","","","","","","","","",
"전남","제조업(10~34)","계","사업체수[개]","개","11366","11245","11009","11030","10995","11329","11632","12125","13024","13309","13313","13489","14014","14537","14363",
"전남","제조업(10~34)","계","종사자수[명]","명","89606","89183","91190","92827","96453","103100","107776","109099","116929","120633","115015","114092","117989","122103","118887",
"전남","제조업(10~34)","개인사업체","사업체수[개]","개","9426","9192","8948","8841","8576","8621","8665","8816","9217","9391","9352","9348","9476","9592","9409",
"전남","제조업(10~34)","개인사업체","종사자수[명]","명","26848","26077","24709","24910","23485","23915","24289","23937","25781","26064","25528","25448","25602","26493","24087",
"전남","제조업(10~34)","회사법인","사업체수[개]","개","1720","1811","1792","1905","2131","2477","2652","2872","3131","3263","3358","3501","3891","4212","4280",
"전남","제조업(10~34)","회사법인","종사자수[명]","명","60350","60767","63998","65515","70683","76809","80143","81958","86433","89708","84630","83571","87116","90062","89470",
"전남","제조업(10~34)","회사이외법인","사업체수[개]","개","219","242","258","277","279","216","302","426","666","641","592","626","628","712","670",
"전남","제조업(10~34)","회사이외법인","종사자수[명]","명","2406","2339","2435","2368","2265","2312","3262","3167","4689","4768","4822","4900","5027","5453","5324",
"전남","제조업(10~34)","비법인단체","사업체수[개]","개","1","","11","7","9","15","13","11","10","14","11","14","19","21","4",
"전남","제조업(10~34)","비법인단체","종사자수[명]","명","X","","48","34","20","64","82","37","26","93","35","173","244","95","6",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","계","사업체수[개]","개","110","113","116","129","141","140","158","166","197","213","249","260","338","460","605",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","계","종사자수[명]","명","3513","3455","3634","3421","3443","3497","3438","3766","5757","6292","6598","6716","6991","7620","8217",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","사업체수[개]","개","1","3","4","2","5","5","8","10","12","20","28","55","97","150","324",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","종사자수[명]","명","X","13","14","X","7","6","13","14","21","38","61","116","129","202","400",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","사업체수[개]","개","24","22","27","39","60","61","75","80","106","112","137","123","156","234","208",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","종사자수[명]","명","2149","2138","2323","2144","2257","2297","2294","2577","2891","2890","3021","3086","3142","3445","3416",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","사업체수[개]","개","63","65","82","85","76","73","73","74","78","80","83","81","84","75","73",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","종사자수[명]","명","1260","1203","1294","1267","1179","1190","1126","1170","2844","3360","3513","3510","3716","3969","4401",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","사업체수[개]","개","22","23","3","3","","1","2","2","1","1","1","1","1","1","",
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","종사자수[명]","명","100","101","3","3","","X","X","X","X","X","X","X","X","X","",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","사업체수[개]","개","359","361","370","371","380","419","456","493","546","553","554","569","585","607","604",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","종사자수[명]","명","4106","4245","4235","4261","4436","4674","4935","5435","5591","5978","5765","6032","6386","6644","7232",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","사업체수[개]","개","84","78","77","79","89","98","107","114","130","133","130","134","136","144","147",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","종사자수[명]","명","327","287","299","289","357","351","372","407","420","412","411","359","338","378","392",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","사업체수[개]","개","137","146","154","158","158","189","213","238","271","280","294","296","311","326","321",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","종사자수[명]","명","2063","2323","2303","2520","2596","2803","2888","3085","3279","3512","3381","3393","3775","3970","4431",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","사업체수[개]","개","22","26","134","134","133","130","135","140","144","139","129","138","137","136","136",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","종사자수[명]","명","431","389","1615","1452","1483","1516","1673","1942","1889","2049","1968","2278","2270","2291","2409",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","사업체수[개]","개","116","111","5","","","2","1","1","1","1","1","1","1","1","",
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","종사자수[명]","명","1285","1246","18","","","X","X","X","X","X","X","X","X","X","",
"전남","건설업(41~42)","계","사업체수[개]","개","3885","4003","4084","4144","4132","4456","4710","5684","6505","6782","6936","6947","7298","7752","8303",
"전남","건설업(41~42)","계","종사자수[명]","명","32650","34469","42646","51997","52350","51891","47498","52264","59077","68495","67619","68464","71614","78492","78307",
"전남","건설업(41~42)","개인사업체","사업체수[개]","개","1776","1723","1715","1679","1641","1696","1803","1957","2279","2583","2750","2846","3089","3353","3544",
"전남","건설업(41~42)","개인사업체","종사자수[명]","명","5637","5038","5697","5250","4917","5294","5232","5811","6878","7965","8247","9324","9995","11625","7751",
"전남","건설업(41~42)","회사법인","사업체수[개]","개","2094","2273","2357","2459","2480","2753","2903","3719","4220","4193","4176","4085","4193","4373","4745",
"전남","건설업(41~42)","회사법인","종사자수[명]","명","26839","29318","36810","46557","47154","46376","42147","46296","52058","60394","59219","58964","61423","66588","70453",
"전남","건설업(41~42)","회사이외법인","사업체수[개]","개","15","6","12","5","9","6","4","8","6","6","10","14","15","25","14",
"전남","건설업(41~42)","회사이외법인","종사자수[명]","명","174","110","139","181","220","220","119","157","141","136","153","172","194","277","103",
